Proyecto,Módulo,Desarrollador,Líneas de código,Número de bugs,Tiempo de desarrollo (horas),Costo (USD),Satisfacción del cliente,Antigüedad del desarrollador (años),Idioma de programación,Plataforma,Tipo de proyecto,Fase del proyecto,Tamaño del equipo,Tecnologías
Gordon-Phillips,move,Michael Brown,1846,6,116,76989,2,3,Kotlin,Web,Management System,Testing,5,"church, when, couple"
Giles Inc,there,Katherine Strickland,899,16,440,14360,4,14,Javascript,Mobile,Management System,Development,5,"people, seem, kitchen"
"Mejia, Martin and Mckinney",choice,Michelle Combs,148,18,95,11747,5,5,Javascript,Mobile,Management System,Design,5,"least, very, serve"
Moreno-Parks,guess,Jordan Miller,6414,32,263,42566,4,7,Java,Web,Management System,Deployment,9,"purpose, stage, side"
"Lee, Rojas and Tucker",dark,Robert Gray,3635,17,107,56961,4,4,Python,Mobile,Application,Development,9,"conference, teach, economic"
Evans-Pope,lot,Cassandra Rivas,7887,22,55,15612,5,6,Javascript,Mobile,Web site,Testing,10,"air, always, understand"
"Parrish, Lopez and Mccarty",step,Elizabeth Bailey,424,1,194,8504,3,5,Java,Mobile,Application,Deployment,10,"company, blood, total"
Davis LLC,economy,Brandon Bush,7493,36,34,43639,2,9,Python,Desktop,Web site,Design,6,"in, authority, tax"
"Morse, Bell and Velazquez",which,Jennifer King,9849,17,256,36911,5,5,Python,Web,Application,Testing,10,"myself, election, language"
Sims and Sons,community,Mary Duncan,9448,20,21,1147,1,8,Java,Desktop,Web site,Design,8,"appear, PM, moment"
Decker-Bell,top,Sara Lee,5699,46,149,66807,3,10,Java,Web,Application,Testing,3,"account, energy, thing"
Andrade-Davis,simply,Lisa Sanchez,1251,16,170,82853,5,10,Java,Web,Application,Testing,3,"successful, final, sometimes"
Estrada-Scott,others,Lisa Gordon,3551,31,48,68292,2,10,Python,Desktop,Web site,Development,6,"in, spring, piece"
"Soto, Lin and Rhodes",everything,Loretta Young,6091,24,344,27257,4,9,Python,Web,Management System,Design,6,"feel, oil, receive"
Johnson-Wright,lay,Holly Stevens,8330,43,304,44930,1,12,Javascript,Web,Application,Development,9,"military, big, west"
Henderson-James,nor,Nicole Sutton,8627,35,325,40368,2,10,Javascript,Web,Web site,Development,4,"decade, main, bank"
Thomas LLC,exist,Felicia White,1558,32,80,78831,4,6,Javascript,Mobile,Management System,Deployment,7,"group, issue, kid"
"Brown, Delgado and Bryant",stay,Susan Lewis,558,10,430,68736,3,6,Javascript,Mobile,Application,Development,5,"sister, live, deep"
Wilson PLC,line,Monica Davis,9111,27,148,14309,4,6,Kotlin,Web,Web site,Testing,8,"leader, management, remember"
Logan-Barrett,federal,Melissa Lewis,4390,44,372,47852,5,8,Python,Mobile,Web site,Development,4,"share, state, me"
"Bell, Simpson and Rowe",agency,Heather Pitts,8541,40,109,70818,5,10,Javascript,Web,Application,Testing,10,"size, national, water"
Owens and Sons,value,Jon Rush,6618,39,325,86282,3,9,Javascript,Mobile,Management System,Testing,5,"wall, against, happy"
Rosales-Wood,fall,Terry Greer,6971,47,50,59975,4,7,Kotlin,Mobile,Management System,Design,4,"last, care, I"
"Horn, Rodriguez and Lawrence",information,Brian Salinas,9850,20,53,65140,3,10,Javascript,Desktop,Management System,Deployment,2,"risk, involve, day"
Burnett-Reyes,on,Andrew Martinez,4426,18,187,52839,3,7,Python,Mobile,Application,Development,4,"grow, child, child"
Nguyen Ltd,now,Carlos Haynes,2642,8,162,91761,5,1,Java,Desktop,Application,Design,8,"reach, green, staff"
"Graves, Garcia and Summers",law,Tony Greene,3090,36,277,64321,1,6,Kotlin,Mobile,Web site,Development,6,"base, campaign, rule"
Adams and Sons,whom,Brandy Lane,8431,44,180,66674,3,14,Kotlin,Web,Application,Development,7,"sign, drive, sure"
Weaver-Osborne,fish,Kathleen Dalton,582,35,250,7993,3,1,Javascript,Desktop,Management System,Development,7,"cell, health, same"
Bass and Sons,visit,Brittany Spears,9247,15,481,31018,3,13,Javascript,Mobile,Web site,Development,5,"above, whatever, now"
Roman LLC,economic,Tammy Fleming MD,4912,39,447,73081,1,3,Python,Web,Application,Development,3,"seven, inside, enough"
Smith-Thompson,yet,Justin Wise,4164,29,303,22435,1,2,Python,Mobile,Application,Deployment,9,"boy, tax, shake"
Johnson Ltd,staff,Kenneth Mcconnell,5998,0,435,62650,3,10,Kotlin,Mobile,Management System,Deployment,9,"after, answer, produce"
Powell and Sons,third,Mario Crawford,8392,17,386,47499,2,13,Kotlin,Desktop,Application,Testing,5,"expert, buy, age"
Noble Group,him,Dr. Alec Weber,9720,33,203,5920,1,15,Python,Web,Application,Testing,7,"performance, hand, right"
Cohen-Booker,before,Matthew Bryant,6388,27,159,47109,3,15,Kotlin,Web,Management System,Design,8,"type, while, marriage"
"Thomas, Yang and Jenkins",series,Tina Rivas,6157,47,309,49045,5,10,Kotlin,Mobile,Application,Deployment,9,"any, strong, clearly"
Brown-Jackson,along,Sherry Mcclure,7435,18,384,52368,5,14,Javascript,Web,Web site,Design,8,"how, author, later"
Watson Inc,society,Amy Jones,1995,32,494,74564,3,10,Kotlin,Mobile,Management System,Development,10,"middle, record, heart"
Holmes-Vasquez,sport,Mark Price,1186,16,351,20806,1,15,Javascript,Mobile,Management System,Design,4,"from, lead, movie"
Cruz-Bonilla,decision,Jeffrey Gibson,5972,13,319,87947,1,7,Kotlin,Desktop,Management System,Design,4,"everybody, mission, own"
"Foley, Smith and Berg",will,Jennifer Mitchell,8756,38,93,74734,5,6,Javascript,Mobile,Web site,Development,1,"would, close, economic"
"Miller, Robertson and Freeman",and,James Phillips,9973,34,84,88629,2,12,Java,Desktop,Web site,Development,7,"home, price, building"
Davis-Fowler,of,Colleen Harris,6999,2,234,55706,1,14,Python,Web,Application,Deployment,2,"defense, arm, wall"
Coleman-Murray,nothing,Patricia Khan,6476,28,13,50202,5,2,Java,Mobile,Web site,Deployment,2,"college, wear, later"
"Thomas, Marshall and Cook",commercial,Kenneth Gordon,5738,13,365,21318,4,13,Javascript,Mobile,Management System,Testing,4,"subject, wonder, want"
"Liu, Anderson and Smith",yes,Elizabeth Green,2747,10,234,9051,1,13,Javascript,Web,Management System,Testing,6,"over, suddenly, evening"
Barajas PLC,crime,Laura Ruiz,576,19,25,48651,3,1,Java,Mobile,Application,Testing,6,"billion, third, sound"
"Evans, Duran and Davis",this,Julie Boyer,7531,43,455,98969,2,2,Java,Desktop,Management System,Deployment,3,"while, clearly, buy"
Pitts-Ford,about,Austin Allison,1649,22,399,18616,5,6,Javascript,Desktop,Application,Development,8,"in, should, laugh"
"Clarke, Dunn and Padilla",while,Christopher Sharp,371,20,16,75141,2,8,Java,Mobile,Application,Design,8,"answer, just, why"
"Mayer, Manning and Leonard",after,Stephanie Cook,8648,30,353,12435,4,2,Kotlin,Desktop,Web site,Testing,1,"thousand, evidence, research"
Love and Sons,left,Rodney Walsh,154,10,72,62737,1,10,Javascript,Mobile,Application,Deployment,7,"suddenly, five, society"
Castillo-Edwards,determine,Jennifer Davis,6850,50,248,41867,2,8,Python,Desktop,Web site,Testing,4,"out, than, herself"
"Snyder, Harmon and Taylor",nature,Sara Schroeder,5332,13,92,92126,4,4,Kotlin,Mobile,Management System,Deployment,8,"writer, still, plan"
"Sanford, Kim and Keller",sure,Valerie Bond,4794,44,473,66093,2,14,Java,Desktop,Web site,Development,5,"early, book, they"
Duke Ltd,inside,Rachel Howard,7361,45,240,57302,4,14,Kotlin,Desktop,Application,Testing,9,"player, level, director"
Smith-Harris,provide,Jose Rodriguez,1112,39,297,87502,4,13,Java,Desktop,Web site,Development,1,"leave, fact, goal"
"Perez, Price and Garcia",leader,Kimberly Cervantes,7136,35,319,45978,1,12,Java,Web,Management System,Deployment,9,"former, assume, current"
"Stokes, White and English",share,Timothy Petersen,656,23,125,49300,3,1,Python,Mobile,Web site,Design,4,"detail, whom, down"
Ramos-Hester,camera,Steve Hawkins,9772,19,23,28392,4,1,Python,Mobile,Web site,Design,10,"word, head, care"
"Jones, Moore and Vargas",something,Mrs. Karen Miller,1277,33,109,14500,5,11,Python,Mobile,Application,Design,7,"realize, rather, free"
"Williams, Weaver and Taylor",ago,Amanda Kennedy,1683,38,405,91776,3,10,Javascript,Mobile,Application,Design,4,"lay, phone, affect"
Bell-Lopez,table,April Wilkins,2806,4,168,82710,5,9,Kotlin,Mobile,Management System,Deployment,5,"admit, year, send"
"Snyder, Meyer and Henderson",southern,Ashley Wright,7445,46,56,42975,3,2,Kotlin,Mobile,Web site,Design,1,"stop, summer, end"
Sanchez-Hart,pass,Sandra Barnes,2502,42,132,83539,4,15,Java,Desktop,Application,Design,5,"gas, understand, out"
Rivera-Anderson,successful,Anthony Foster,459,48,259,81342,3,15,Python,Desktop,Application,Development,7,"as, spend, wonder"
Frank-Peterson,someone,John Navarro,5534,16,258,33037,4,2,Kotlin,Mobile,Application,Testing,6,"call, role, television"
Walls-Patel,generation,Christina Cardenas,3214,33,393,79921,3,14,Python,Web,Web site,Testing,5,"capital, else, leader"
Frank-Guerra,energy,Crystal Jimenez,431,48,325,42152,3,3,Kotlin,Web,Web site,Deployment,10,"reason, group, develop"
Porter Ltd,son,Charles Jones,4956,24,425,57520,1,13,Kotlin,Desktop,Management System,Deployment,3,"artist, indicate, tend"
Hendricks PLC,left,Danielle Chase,2480,34,226,69271,4,7,Javascript,Desktop,Web site,Design,1,"commercial, skill, subject"
White Inc,west,Christina Weber,6484,26,108,12816,4,6,Javascript,Web,Application,Deployment,1,"physical, environmental, together"
Bell-Soto,since,Nathaniel Marsh,7672,13,130,46879,5,2,Javascript,Mobile,Web site,Design,4,"despite, who, attorney"
Davis-Jenkins,executive,Tara Dean,6450,14,463,40449,1,15,Java,Mobile,Management System,Deployment,4,"board, mean, just"
Harmon-Monroe,kind,Kimberly Chen,8811,36,110,63515,5,2,Kotlin,Web,Web site,Testing,9,"process, protect, political"
Hardy Ltd,focus,Rhonda Campos,8111,30,137,21834,1,9,Javascript,Web,Application,Design,2,"together, wear, own"
Richardson-Bell,quality,Stephanie Burke,8631,8,259,19918,3,4,Java,Desktop,Web site,Deployment,6,"hit, real, research"
Jimenez LLC,reason,Miss Patricia Hall,3123,30,121,62150,4,2,Kotlin,Web,Application,Testing,5,"quickly, forget, share"
"Johnson, Reed and Woods",point,David Garcia,809,46,314,44640,2,3,Kotlin,Desktop,Management System,Development,8,"television, street, someone"
"Ortiz, Marsh and Rodriguez",add,Justin Newton,9936,18,466,28128,5,2,Java,Mobile,Application,Deployment,1,"middle, next, hand"
Morgan-Smith,road,John Martinez,7576,46,70,91634,5,5,Kotlin,Mobile,Management System,Testing,1,"operation, foreign, especially"
Young-Peters,character,Amy Ramirez,795,25,252,31585,1,12,Javascript,Web,Management System,Design,1,"later, support, money"
Martin-Mccall,under,Jennifer Nguyen,3224,48,137,12465,5,12,Kotlin,Mobile,Web site,Testing,3,"far, think, cost"
Dickerson-Williams,listen,Laura Taylor,318,40,489,89581,1,7,Java,Desktop,Application,Testing,7,"speak, alone, building"
"Jones, Arnold and Holmes",mission,Jonathan Jimenez,3044,21,185,23798,2,6,Javascript,Desktop,Application,Development,6,"cup, our, education"
Howard and Sons,thousand,Elizabeth Lopez,4218,8,223,33948,1,10,Python,Mobile,Management System,Testing,3,"such, any, vote"
Roberson-Moore,media,Abigail Avila,346,7,271,30330,1,9,Java,Mobile,Web site,Deployment,9,"recently, style, east"
"Anderson, Murphy and Johnson",doctor,Lauren Lucero,5217,38,150,65177,5,13,Python,Web,Application,Deployment,9,"say, check, increase"
Garcia-Foster,policy,Barbara Medina,1721,44,283,34070,5,1,Python,Desktop,Web site,Design,3,"property, behavior, draw"
Hickman Group,end,Michael Rasmussen,5074,23,307,68059,3,7,Javascript,Mobile,Web site,Design,2,"heavy, civil, discover"
Hanson Group,expert,Rachel Harvey,6715,42,470,79729,2,7,Java,Mobile,Application,Deployment,5,"write, service, hard"
Sutton-Gilbert,level,Tricia Benson,7983,19,43,61328,5,6,Kotlin,Web,Management System,Testing,8,"money, college, hotel"
"Moreno, Potter and Young",floor,Maurice Nelson,2622,27,392,6484,4,6,Java,Desktop,Web site,Testing,3,"forward, be, offer"
"Martin, Richardson and Wright",thus,Jeffrey Bell,3480,37,296,30720,3,3,Python,Mobile,Management System,Design,4,"set, music, significant"
Hunter-Berger,local,Sarah Escobar,6267,31,395,56710,1,3,Python,Desktop,Web site,Deployment,1,"player, light, difficult"
Hale-Green,nor,Katelyn Rogers,7096,13,202,84698,5,12,Java,Web,Management System,Development,5,"business, bar, seek"
Estes Inc,travel,Kimberly Watts,4329,33,257,12854,4,10,Javascript,Web,Application,Testing,10,"back, property, quality"
"Robles, Frazier and Lee",population,Terri Cardenas,1064,3,441,40249,4,9,Kotlin,Mobile,Application,Design,1,"explain, hand, job"
Morrow-Baker,outside,Kimberly Stone,4158,13,227,5432,3,13,Javascript,Web,Application,Design,2,"example, trip, again"
"Perry, Stephens and Lee",around,Robert Foley,4641,41,490,6086,1,2,Python,Mobile,Application,Deployment,4,"certain, coach, out"
"Douglas, Anderson and Watkins",during,Jeremy Ingram,3530,18,161,20786,3,12,Python,Desktop,Web site,Testing,5,"build, key, class"
Sanders-White,story,Stanley Mitchell,8333,13,209,26253,3,9,Python,Mobile,Application,Development,1,"worker, while, American"
Thompson-Smith,sort,Stephen Berg,5852,42,334,57349,5,5,Kotlin,Mobile,Management System,Development,9,"themselves, become, close"
Kelly Group,with,Darryl Tran,3216,8,470,52895,2,5,Javascript,Desktop,Web site,Design,4,"board, number, statement"
Smith Group,cell,Gina Hopkins,1675,7,379,15065,2,13,Kotlin,Desktop,Application,Deployment,7,"wonder, radio, trouble"
Mendez Group,project,Ashley Jackson,934,44,239,29456,5,11,Java,Web,Web site,Testing,3,"whole, list, cup"
Green LLC,international,Janet Dixon,6812,22,307,62151,5,4,Java,Web,Application,Development,10,"ready, author, they"
Davis PLC,environment,Jennifer Shea,8442,32,308,24581,2,10,Javascript,Desktop,Application,Development,9,"least, question, improve"
Escobar Ltd,hundred,Kimberly Lynch,5395,31,191,96231,4,5,Python,Desktop,Web site,Testing,1,"well, challenge, threat"
Galloway-Davis,and,Angela Allen,5683,8,51,62413,2,1,Kotlin,Mobile,Application,Deployment,5,"meet, word, director"
Graham-Mendez,land,Gregory Cook MD,2215,4,87,55730,5,11,Java,Mobile,Application,Design,9,"kid, PM, discover"
Colon Ltd,option,Nicholas Williams,8607,49,447,99929,1,6,Javascript,Desktop,Management System,Design,9,"although, material, benefit"
"Taylor, Harris and Barron",happy,Joseph Santos,4446,12,144,32195,3,3,Javascript,Web,Management System,Design,9,"several, professor, TV"
"Bruce, Steele and Wright",remember,Angela Solomon,8770,39,116,70374,3,14,Kotlin,Desktop,Management System,Testing,7,"significant, manager, difficult"
"Webb, Gibson and Blake",however,Jamie Gardner,262,27,41,36113,2,1,Java,Desktop,Web site,Design,8,"really, policy, word"
Hartman-Anderson,visit,Mary Francis,7096,6,169,97224,5,11,Python,Web,Application,Deployment,5,"rock, possible, fund"
"Sandoval, Ray and Dean",next,Danielle Baker,7777,24,328,35775,5,13,Kotlin,Web,Web site,Deployment,10,"read, under, his"
Johns LLC,could,Edward Long,5503,10,165,68198,2,1,Javascript,Desktop,Web site,Testing,7,"until, what, particular"
Williams-Rivera,concern,Mary Dudley,8235,41,133,69987,1,7,Python,Desktop,Web site,Testing,3,"look, then, change"
Williams-Barry,similar,Karen Martinez,3985,7,194,39249,2,13,Kotlin,Web,Web site,Development,9,"police, feeling, special"
Bryant-Scott,couple,Jennifer Johnson,2777,15,194,69256,4,1,Java,Web,Web site,Development,9,"morning, community, drug"
"Burke, Weber and Clark",cell,William May,2380,29,146,47637,1,13,Python,Desktop,Application,Development,1,"dream, peace, at"
"Cobb, Smith and Smith",case,Rachel Munoz,4358,7,48,57934,1,6,Java,Desktop,Management System,Deployment,9,"reflect, and, hand"
"Mckinney, Hartman and Mccarthy",style,Stephen Smith,4830,39,27,16200,3,14,Java,Mobile,Web site,Design,3,"early, investment, series"
Campbell-Padilla,according,Lindsay Decker,5291,26,11,78060,4,5,Python,Web,Application,Design,8,"color, example, indicate"
"Davis, Farrell and Wood",speak,Jack Ward,2182,9,302,27534,1,6,Python,Desktop,Management System,Development,3,"film, thing, natural"
"Wright, Brooks and Davis",either,Shirley Cameron,1182,26,410,62086,2,1,Kotlin,Desktop,Application,Deployment,2,"minute, speech, perhaps"
Lyons-Blair,conference,Brooke Boyer,6909,49,264,73659,4,12,Kotlin,Desktop,Application,Deployment,8,"bar, ago, exist"
Ramsey-Hughes,image,Alicia Fox,7054,19,137,38495,2,5,Python,Web,Management System,Development,3,"send, market, now"
Francis PLC,shoulder,Carolyn Wright,6127,32,475,40149,2,3,Javascript,Web,Management System,Development,9,"wide, leave, form"
Villarreal Group,physical,Jason Davis,9660,0,420,86790,1,8,Java,Mobile,Web site,Design,1,"technology, fast, hundred"
Thompson-Buchanan,share,Andrea Salas,9767,41,279,51157,3,5,Python,Web,Web site,Development,4,"such, performance, north"
Brown LLC,bit,Justin Juarez,849,26,315,99798,3,13,Javascript,Web,Management System,Deployment,7,"they, space, baby"
"Howard, Martinez and Nelson",rock,Joseph Brooks,8039,4,227,91861,2,6,Javascript,Web,Web site,Design,2,"draw, build, send"
"Warren, Ramsey and Owens",build,Kurt Oneal,9090,31,446,73515,3,2,Java,Web,Management System,Testing,3,"material, share, forget"
"Davis, Meadows and Stewart",rather,Zachary Collins,9108,12,358,34593,2,8,Java,Desktop,Application,Testing,8,"often, fast, fill"
Brown PLC,itself,Alison Hill,8151,24,223,44043,2,12,Python,Web,Management System,Testing,7,"level, still, full"
"Coleman, Norris and Hodge",political,Robin Watkins,6219,36,21,90416,4,15,Kotlin,Web,Web site,Development,3,"we, state, what"
Solomon-Morris,effect,Tiffany Hoffman,4763,18,205,40716,3,8,Kotlin,Web,Management System,Testing,9,"green, including, appear"
"Brown, Vincent and Kelly",responsibility,William Romero,3695,50,155,79303,1,1,Java,Mobile,Application,Design,1,"side, less, majority"
Simpson Inc,rule,Paul Martinez,6013,34,148,59061,1,1,Javascript,Mobile,Web site,Development,9,"country, human, oil"
"Davis, Palmer and Lewis",a,Crystal Leon,9125,24,379,74867,1,8,Kotlin,Mobile,Management System,Deployment,7,"me, they, talk"
Ortega Ltd,son,Anthony Sutton,9702,40,271,7088,1,9,Java,Web,Management System,Design,1,"glass, each, less"
Padilla and Sons,magazine,Haley Skinner,2295,19,217,32917,3,10,Python,Desktop,Application,Design,7,"wife, do, though"
Ortiz and Sons,hard,Julie Thomas,2081,33,161,16161,5,8,Java,Mobile,Management System,Design,1,"say, may, value"
"Carroll, Warren and Robinson",often,Michael Cruz,6909,0,479,97702,3,14,Javascript,Mobile,Application,Design,1,"language, opportunity, agent"
Riley-Johnson,community,Seth Roberts,3824,41,28,96090,2,11,Javascript,Web,Web site,Deployment,6,"protect, process, for"
Baker-Bishop,interest,Michelle Rocha,7851,12,248,83701,3,2,Javascript,Web,Application,Development,9,"brother, financial, open"
Flores Group,enjoy,Jessica Garcia,3571,12,462,27710,4,11,Python,Desktop,Management System,Testing,1,"figure, help, state"
